x,y,z,C,R,G,B
-11.56,-3.16,-0.22,2,60.0,189.0,131.1
-13.75,-3.18,0.39,2,60.0,189.0,131.1
-11.21,-3.47,0.10,2,60.0,189.0,131.1
-13.68,-3.16,-0.13,2,60.0,189.0,131.1
-11.84,-3.19,-0.22,2,60.0,189.0,131.1
-13.84,-3.16,0.39,2,60.0,189.0,131.1
-11.23,-3.44,0.10,2,60.0,189.0,131.1
-13.75,-3.14,-0.13,2,60.0,189.0,131.1
-12.03,-3.20,-0.23,2,60.0,189.0,131.1
-14.10,-3.17,0.40,2,60.0,189.0,131.1
-12.01,-3.17,0.22,2,60.0,189.0,131.1
-11.26,-3.41,0.10,2,60.0,189.0,131.1
-13.91,-3.13,-0.13,2,60.0,189.0,131.1
-12.01,-3.16,-0.23,2,60.0,189.0,131.1
-14.19,-3.15,0.40,2,60.0,189.0,131.1
-12.22,-3.18,0.23,2,60.0,189.0,131.1
-11.29,-3.38,0.10,2,60.0,189.0,131.1
-14.24,-3.15,-0.13,2,60.0,189.0,131.1
-12.32,-3.20,-0.23,2,60.0,189.0,131.1
-14.27,-3.12,0.40,2,60.0,189.0,131.1
-12.36,-3.18,0.23,2,60.0,189.0,131.1
-11.31,-3.35,0.10,2,60.0,189.0,131.1
-14.49,-3.16,-0.13,2,60.0,189.0,131.1
-12.44,-3.19,-0.23,2,60.0,189.0,131.1
-12.49,-3.17,0.23,2,60.0,189.0,131.1
-11.33,-3.32,0.10,2,60.0,189.0,131.1
-14.68,-3.16,-0.13,2,60.0,189.0,131.1
-12.60,-3.19,-0.24,2,60.0,189.0,131.1
-12.59,-3.15,0.23,2,60.0,189.0,131.1
-11.36,-3.29,0.10,2,60.0,189.0,131.1
-12.83,-3.17,0.24,2,60.0,189.0,131.1
-11.39,-3.26,0.10,2,60.0,189.0,131.1
-12.86,-3.17,-0.24,2,60.0,189.0,131.1
-12.95,-3.16,0.24,2,60.0,189.0,131.1
-11.42,-3.23,0.10,2,60.0,189.0,131.1
-14.04,-3.39,0.79,2,60.0,189.0,131.1
-13.12,-3.16,0.24,2,60.0,189.0,131.1
-11.37,-3.18,0.10,2,60.0,189.0,131.1
-13.30,-3.16,0.25,2,60.0,189.0,131.1
-11.46,-3.17,0.10,2,60.0,189.0,131.1
-13.51,-3.16,0.25,2,60.0,189.0,131.1
-11.76,-3.21,0.11,2,60.0,189.0,131.1
-13.65,-3.15,0.25,2,60.0,189.0,131.1
-11.99,-3.23,0.11,2,60.0,189.0,131.1
-13.86,-3.16,0.26,2,60.0,189.0,131.1
-11.96,-3.18,0.11,2,60.0,189.0,131.1
-14.01,-3.15,0.26,2,60.0,189.0,131.1
-11.91,-3.13,0.11,2,60.0,189.0,131.1
-14.21,-3.14,0.26,2,60.0,189.0,131.1
-12.26,-3.18,0.11,2,60.0,189.0,131.1
-12.43,-3.19,0.11,2,60.0,189.0,131.1
-14.61,-3.14,0.27,2,60.0,189.0,131.1
-12.49,-3.16,0.11,2,60.0,189.0,131.1
-12.73,-3.18,0.11,2,60.0,189.0,131.1
-12.87,-3.18,0.12,2,60.0,189.0,131.1
-13.01,-3.17,0.12,2,60.0,189.0,131.1
-13.08,-3.14,0.12,2,60.0,189.0,131.1
-13.32,-3.16,0.12,2,60.0,189.0,131.1
-13.54,-3.16,0.12,2,60.0,189.0,131.1
-13.75,-3.17,0.12,2,60.0,189.0,131.1
-13.89,-3.16,0.12,2,60.0,189.0,131.1
-14.00,-3.14,0.12,2,60.0,189.0,131.1
-14.61,-3.23,0.13,2,60.0,189.0,131.1
-14.66,-3.19,0.13,2,60.0,189.0,131.1
-14.65,-3.14,0.13,2,60.0,189.0,131.1
-6.99,-0.40,0.77,3,88.3,176.6,146.2
-6.94,-0.37,0.77,3,88.3,176.6,146.2
-6.93,-0.35,0.77,3,88.3,176.6,146.2
-6.95,-0.33,0.77,3,88.3,176.6,146.2
-6.90,-0.31,0.76,3,88.3,176.6,146.2
-6.94,-0.29,0.77,3,88.3,176.6,146.2
-6.89,-0.27,0.76,3,88.3,176.6,146.2
-6.90,-0.24,0.76,3,88.3,176.6,146.2
-6.91,-0.22,0.77,3,88.3,176.6,146.2
-6.89,-0.20,0.76,3,88.3,176.6,146.2
-6.91,-0.18,0.76,3,88.3,176.6,146.2
-7.01,-0.44,0.71,3,88.3,176.6,146.2
-6.89,-0.16,0.76,3,88.3,176.6,146.2
-7.07,-0.42,0.71,3,88.3,176.6,146.2
-6.88,-0.14,0.76,3,88.3,176.6,146.2
-7.07,-0.40,0.71,3,88.3,176.6,146.2
-6.85,-0.12,0.76,3,88.3,176.6,146.2
-6.99,-0.37,0.70,3,88.3,176.6,146.2
-6.85,-0.10,0.76,3,88.3,176.6,146.2
-6.96,-0.35,0.70,3,88.3,176.6,146.2
-7.39,-0.10,0.55,3,88.3,176.6,146.2
-6.21,-0.08,0.23,3,88.3,176.6,146.2
-6.24,-0.08,0.00,3,88.3,176.6,146.2
-6.60,-0.08,-0.24,3,88.3,176.6,146.2
-6.84,-0.07,0.76,3,88.3,176.6,146.2
-6.93,-0.33,0.70,3,88.3,176.6,146.2
-6.59,-0.07,0.49,3,88.3,176.6,146.2
-5.69,-0.06,0.21,3,88.3,176.6,146.2
-6.23,-0.06,0.00,3,88.3,176.6,146.2
-6.40,-0.06,-0.23,3,88.3,176.6,146.2
-6.81,-0.05,0.75,3,88.3,176.6,146.2
-6.90,-0.30,0.70,3,88.3,176.6,146.2
-6.18,-0.05,0.46,3,88.3,176.6,146.2
-5.66,-0.04,0.21,3,88.3,176.6,146.2
-5.93,-0.04,0.00,3,88.3,176.6,146.2
-6.32,-0.04,-0.23,3,88.3,176.6,146.2
-6.12,-0.04,-0.44,3,88.3,176.6,146.2
-6.81,-0.03,0.75,3,88.3,176.6,146.2
-6.89,-0.28,0.69,3,88.3,176.6,146.2
-6.01,-0.03,0.44,3,88.3,176.6,146.2
-5.78,-0.02,-0.21,3,88.3,176.6,146.2
-5.76,-0.02,-0.42,3,88.3,176.6,146.2
-6.72,-0.01,0.74,3,88.3,176.6,146.2
-6.89,-0.26,0.69,3,88.3,176.6,146.2
-5.62,-0.01,0.41,3,88.3,176.6,146.2
-5.57,-0.01,0.21,3,88.3,176.6,146.2
-5.61,-0.00,-0.20,3,88.3,176.6,146.2
-5.73,0.00,-0.42,3,88.3,176.6,146.2
-6.49,0.01,1.21,3,88.3,176.6,146.2
-6.48,0.01,0.96,3,88.3,176.6,146.2
-6.62,0.01,0.73,3,88.3,176.6,146.2
-6.90,-0.24,0.69,3,88.3,176.6,146.2
-5.61,0.01,0.41,3,88.3,176.6,146.2
-5.55,0.01,0.21,3,88.3,176.6,146.2
-5.50,0.02,-0.20,3,88.3,176.6,146.2
-5.72,0.02,-0.42,3,88.3,176.6,146.2
-6.85,-0.22,0.69,3,88.3,176.6,146.2
-5.60,0.03,0.41,3,88.3,176.6,146.2
-5.57,0.03,0.21,3,88.3,176.6,146.2
-5.31,0.03,0.00,3,88.3,176.6,146.2
-5.43,0.03,-0.20,3,88.3,176.6,146.2
-5.69,0.04,-0.41,3,88.3,176.6,146.2
-6.56,0.05,0.73,3,88.3,176.6,146.2
-6.89,-0.20,0.69,3,88.3,176.6,146.2
-5.59,0.04,0.41,3,88.3,176.6,146.2
-5.55,0.05,0.21,3,88.3,176.6,146.2
-5.42,0.05,-0.19,3,88.3,176.6,146.2
-5.71,0.05,-0.41,3,88.3,176.6,146.2
-7.52,0.08,1.11,3,88.3,176.6,146.2
-6.51,0.07,0.72,3,88.3,176.6,146.2
-5.59,0.06,0.41,3,88.3,176.6,146.2
-5.55,0.06,0.21,3,88.3,176.6,146.2
-5.56,0.07,0.00,3,88.3,176.6,146.2
-5.44,0.07,-0.20,3,88.3,176.6,146.2
-5.59,0.07,-0.41,3,88.3,176.6,146.2
-6.43,0.09,0.71,3,88.3,176.6,146.2
-6.90,-0.41,0.63,3,88.3,176.6,146.2
-5.53,0.08,0.41,3,88.3,176.6,146.2
-5.56,0.08,0.21,3,88.3,176.6,146.2
-5.43,0.08,0.00,3,88.3,176.6,146.2
-5.41,0.08,-0.19,3,88.3,176.6,146.2
-5.58,0.09,-0.40,3,88.3,176.6,146.2
-6.94,0.12,1.03,3,88.3,176.6,146.2
-6.36,0.11,0.70,3,88.3,176.6,146.2
-7.07,-0.40,0.65,3,88.3,176.6,146.2
-5.55,0.10,0.41,3,88.3,176.6,146.2
-5.54,0.10,0.21,3,88.3,176.6,146.2
-5.39,0.10,0.00,3,88.3,176.6,146.2
-5.43,0.10,-0.20,3,88.3,176.6,146.2
-5.57,0.10,-0.40,3,88.3,176.6,146.2
-6.92,0.14,1.02,3,88.3,176.6,146.2
-6.88,-0.37,0.88,3,88.3,176.6,146.2
-6.34,0.13,0.70,3,88.3,176.6,146.2
-6.93,-0.37,0.63,3,88.3,176.6,146.2
-5.51,0.11,0.41,3,88.3,176.6,146.2
-5.55,0.11,0.21,3,88.3,176.6,146.2
-5.31,0.11,0.00,3,88.3,176.6,146.2
-5.37,0.11,-0.19,3,88.3,176.6,146.2
-6.87,-0.10,-0.31,3,88.3,176.6,146.2
-5.55,0.12,-0.40,3,88.3,176.6,146.2
-6.91,-0.35,0.89,3,88.3,176.6,146.2
-6.30,0.14,0.70,3,88.3,176.6,146.2
-6.90,-0.34,0.63,3,88.3,176.6,146.2
-5.49,0.13,0.40,3,88.3,176.6,146.2
-6.99,-0.09,0.45,3,88.3,176.6,146.2
-5.57,0.13,0.21,3,88.3,176.6,146.2
-6.23,-0.08,0.17,3,88.3,176.6,146.2
-5.42,0.13,0.00,3,88.3,176.6,146.2
-6.32,-0.08,-0.06,3,88.3,176.6,146.2
-5.41,0.13,-0.19,3,88.3,176.6,146.2
-6.52,-0.08,-0.30,3,88.3,176.6,146.2
-5.55,0.14,-0.40,3,88.3,176.6,146.2
-6.96,0.18,1.03,3,88.3,176.6,146.2
-6.93,-0.33,0.89,3,88.3,176.6,146.2
-6.28,0.16,0.69,3,88.3,176.6,146.2
-6.91,-0.32,0.63,3,88.3,176.6,146.2
-5.45,0.14,0.40,3,88.3,176.6,146.2
-6.10,-0.06,0.39,3,88.3,176.6,146.2
-5.48,0.15,0.20,3,88.3,176.6,146.2
-5.62,-0.05,0.16,3,88.3,176.6,146.2
-5.41,0.15,0.00,3,88.3,176.6,146.2
-6.33,-0.06,-0.06,3,88.3,176.6,146.2
-5.39,0.15,-0.19,3,88.3,176.6,146.2
-6.42,-0.06,-0.29,3,88.3,176.6,146.2
-5.55,0.16,-0.40,3,88.3,176.6,146.2
-6.94,-0.31,0.89,3,88.3,176.6,146.2
-6.22,0.18,0.69,3,88.3,176.6,146.2
-6.92,-0.30,0.63,3,88.3,176.6,146.2
-5.43,0.16,0.40,3,88.3,176.6,146.2
-5.93,-0.04,0.38,3,88.3,176.6,146.2
-5.55,0.17,0.21,3,88.3,176.6,146.2
-5.56,-0.04,0.15,3,88.3,176.6,146.2
-5.33,0.16,0.00,3,88.3,176.6,146.2
-5.97,-0.04,-0.05,3,88.3,176.6,146.2
-5.37,0.16,-0.19,3,88.3,176.6,146.2
-5.94,-0.03,-0.27,3,88.3,176.6,146.2
-5.55,0.17,-0.40,3,88.3,176.6,146.2
-5.95,-0.03,-0.49,3,88.3,176.6,146.2
-6.91,-0.28,0.89,3,88.3,176.6,146.2
-6.19,0.20,0.69,3,88.3,176.6,146.2
-6.88,-0.03,0.69,3,88.3,176.6,146.2
-6.90,-0.28,0.63,3,88.3,176.6,146.2
-5.45,0.18,0.40,3,88.3,176.6,146.2
-5.77,-0.02,0.37,3,88.3,176.6,146.2
-5.48,0.18,0.20,3,88.3,176.6,146.2
-5.60,-0.02,0.15,3,88.3,176.6,146.2
-5.35,0.18,0.00,3,88.3,176.6,146.2
-5.40,0.18,-0.19,3,88.3,176.6,146.2
-5.73,-0.02,-0.26,3,88.3,176.6,146.2
-5.56,0.19,-0.40,3,88.3,176.6,146.2
-5.82,-0.01,-0.48,3,88.3,176.6,146.2
-6.86,-0.26,0.88,3,88.3,176.6,146.2
-6.17,0.22,0.68,3,88.3,176.6,146.2
-6.61,-0.01,0.67,3,88.3,176.6,146.2
-6.89,-0.26,0.63,3,88.3,176.6,146.2
-5.43,0.19,0.40,3,88.3,176.6,146.2
-5.75,-0.01,0.37,3,88.3,176.6,146.2
-5.50,0.20,0.20,3,88.3,176.6,146.2
-5.55,-0.00,0.15,3,88.3,176.6,146.2
-5.36,0.19,0.00,3,88.3,176.6,146.2
-5.35,0.20,-0.19,3,88.3,176.6,146.2
-5.66,0.00,-0.26,3,88.3,176.6,146.2
-5.52,0.21,-0.40,3,88.3,176.6,146.2
-5.76,0.00,-0.47,3,88.3,176.6,146.2
-6.56,0.01,1.40,3,88.3,176.6,146.2
-6.51,0.01,1.14,3,88.3,176.6,146.2
-6.60,0.01,0.91,3,88.3,176.6,146.2
-6.86,-0.24,0.88,3,88.3,176.6,146.2
-6.09,0.23,0.67,3,88.3,176.6,146.2
-6.62,0.01,0.67,3,88.3,176.6,146.2
-6.89,-0.24,0.63,3,88.3,176.6,146.2
-5.42,0.21,0.40,3,88.3,176.6,146.2
-5.63,0.01,0.36,3,88.3,176.6,146.2
-5.43,0.21,0.20,3,88.3,176.6,146.2
-5.54,0.01,0.15,3,88.3,176.6,146.2
-5.33,0.21,0.00,3,88.3,176.6,146.2
-5.31,0.21,-0.19,3,88.3,176.6,146.2
-5.60,0.02,-0.25,3,88.3,176.6,146.2
-5.54,0.22,-0.40,3,88.3,176.6,146.2
-5.75,0.02,-0.47,3,88.3,176.6,146.2
-6.87,-0.22,0.88,3,88.3,176.6,146.2
-6.07,0.25,0.67,3,88.3,176.6,146.2
-6.30,0.03,0.63,3,88.3,176.6,146.2
-6.85,-0.22,0.63,3,88.3,176.6,146.2
-5.43,0.23,0.40,3,88.3,176.6,146.2
-5.71,0.03,0.37,3,88.3,176.6,146.2
-5.36,0.23,0.20,3,88.3,176.6,146.2
-5.53,0.03,0.15,3,88.3,176.6,146.2
-5.37,0.23,0.00,3,88.3,176.6,146.2
-5.38,0.03,-0.05,3,88.3,176.6,146.2
-5.29,0.23,-0.19,3,88.3,176.6,146.2
-5.46,0.03,-0.25,3,88.3,176.6,146.2
-5.52,0.24,-0.40,3,88.3,176.6,146.2
-5.74,0.04,-0.47,3,88.3,176.6,146.2
-6.86,-0.20,0.88,3,88.3,176.6,146.2
-6.07,0.27,0.67,3,88.3,176.6,146.2
-6.80,-0.19,0.62,3,88.3,176.6,146.2
-5.42,0.24,0.40,3,88.3,176.6,146.2
-5.74,0.05,0.37,3,88.3,176.6,146.2
-5.36,0.24,0.20,3,88.3,176.6,146.2
-5.37,0.24,0.00,3,88.3,176.6,146.2
-5.30,0.24,-0.19,3,88.3,176.6,146.2
-5.51,0.26,-0.40,3,88.3,176.6,146.2
-5.74,0.06,-0.47,3,88.3,176.6,146.2
-6.78,0.07,0.94,3,88.3,176.6,146.2
-6.81,-0.17,0.62,3,88.3,176.6,146.2
-5.39,0.26,0.40,3,88.3,176.6,146.2
-5.75,0.07,0.37,3,88.3,176.6,146.2
-5.36,0.26,0.20,3,88.3,176.6,146.2
-5.59,0.07,0.15,3,88.3,176.6,146.2
-5.31,0.26,0.00,3,88.3,176.6,146.2
-5.45,0.07,-0.05,3,88.3,176.6,146.2
-5.29,0.26,-0.19,3,88.3,176.6,146.2
-5.48,0.07,-0.25,3,88.3,176.6,146.2
-5.50,0.27,-0.40,3,88.3,176.6,146.2
-5.73,0.07,-0.47,3,88.3,176.6,146.2
-6.73,0.09,0.93,3,88.3,176.6,146.2
-6.97,-0.41,0.83,3,88.3,176.6,146.2
-5.99,0.30,0.66,3,88.3,176.6,146.2
-5.91,0.08,0.60,3,88.3,176.6,146.2
-6.80,-0.15,0.62,3,88.3,176.6,146.2
-5.38,0.27,0.40,3,88.3,176.6,146.2
-5.68,0.08,0.36,3,88.3,176.6,146.2
-5.36,0.27,0.20,3,88.3,176.6,146.2
-5.59,0.08,0.15,3,88.3,176.6,146.2
-5.30,0.27,0.00,3,88.3,176.6,146.2
-5.42,0.08,-0.05,3,88.3,176.6,146.2
-5.26,0.27,-0.19,3,88.3,176.6,146.2
-5.50,0.09,-0.25,3,88.3,176.6,146.2
-5.50,0.29,-0.40,3,88.3,176.6,146.2
-5.73,0.09,-0.47,3,88.3,176.6,146.2
-6.79,0.12,0.94,3,88.3,176.6,146.2
-6.93,-0.39,0.82,3,88.3,176.6,146.2
-5.98,0.32,0.66,3,88.3,176.6,146.2
-5.76,0.10,0.58,3,88.3,176.6,146.2
-6.81,-0.13,0.62,3,88.3,176.6,146.2
-5.38,0.29,0.40,3,88.3,176.6,146.2
-5.64,0.10,0.36,3,88.3,176.6,146.2
-5.35,0.29,0.20,3,88.3,176.6,146.2
-5.69,0.10,0.16,3,88.3,176.6,146.2
-5.29,0.29,0.00,3,88.3,176.6,146.2
-5.41,0.10,-0.05,3,88.3,176.6,146.2
-5.25,0.29,-0.19,3,88.3,176.6,146.2
-5.49,0.10,-0.25,3,88.3,176.6,146.2
-5.51,0.31,-0.40,3,88.3,176.6,146.2
-5.73,0.11,-0.47,3,88.3,176.6,146.2
-6.94,-0.37,0.82,3,88.3,176.6,146.2
-5.96,0.34,0.66,3,88.3,176.6,146.2
-5.89,0.12,0.59,3,88.3,176.6,146.2
-6.82,-0.11,0.62,3,88.3,176.6,146.2
-5.34,0.30,0.39,3,88.3,176.6,146.2
-5.69,0.12,0.36,3,88.3,176.6,146.2
-5.34,0.31,0.20,3,88.3,176.6,146.2
-5.66,0.12,0.16,3,88.3,176.6,146.2
-6.36,-0.10,0.11,3,88.3,176.6,146.2
-5.28,0.31,0.00,3,88.3,176.6,146.2
-5.43,0.12,-0.05,3,88.3,176.6,146.2
-5.27,0.31,-0.19,3,88.3,176.6,146.2
-5.45,0.12,-0.25,3,88.3,176.6,146.2
-5.50,0.32,-0.40,3,88.3,176.6,146.2
-5.73,0.13,-0.47,3,88.3,176.6,146.2
-6.74,0.16,0.93,3,88.3,176.6,146.2
-6.92,-0.34,0.82,3,88.3,176.6,146.2
-5.96,0.36,0.66,3,88.3,176.6,146.2
-6.81,-0.09,0.62,3,88.3,176.6,146.2
-5.34,0.32,0.39,3,88.3,176.6,146.2
-5.76,0.14,0.37,3,88.3,176.6,146.2
-5.32,0.32,0.20,3,88.3,176.6,146.2
-5.70,0.14,0.16,3,88.3,176.6,146.2
-6.25,-0.08,0.11,3,88.3,176.6,146.2
-5.30,0.32,0.00,3,88.3,176.6,146.2
-5.42,0.13,-0.05,3,88.3,176.6,146.2
-6.38,-0.08,-0.12,3,88.3,176.6,146.2
-5.24,0.32,-0.19,3,88.3,176.6,146.2
-5.45,0.14,-0.25,3,88.3,176.6,146.2
-6.37,-0.07,-0.35,3,88.3,176.6,146.2
-5.51,0.34,-0.40,3,88.3,176.6,146.2
-5.74,0.15,-0.47,3,88.3,176.6,146.2
-6.91,-0.32,0.82,3,88.3,176.6,146.2
-5.94,0.37,0.66,3,88.3,176.6,146.2
-6.80,-0.07,0.62,3,88.3,176.6,146.2
-5.31,0.34,0.39,3,88.3,176.6,146.2
-5.78,0.15,0.37,3,88.3,176.6,146.2
-5.33,0.34,0.20,3,88.3,176.6,146.2
-5.62,0.15,0.16,3,88.3,176.6,146.2
-5.30,0.34,0.00,3,88.3,176.6,146.2
-5.44,0.15,-0.05,3,88.3,176.6,146.2
-6.30,-0.06,-0.12,3,88.3,176.6,146.2
-5.20,0.33,-0.19,3,88.3,176.6,146.2
-5.44,0.15,-0.25,3,88.3,176.6,146.2
-6.33,-0.05,-0.35,3,88.3,176.6,146.2
-5.48,0.36,-0.40,3,88.3,176.6,146.2
-5.74,0.16,-0.47,3,88.3,176.6,146.2
-6.78,0.20,0.94,3,88.3,176.6,146.2
-6.92,-0.30,0.82,3,88.3,176.6,146.2
-5.94,0.39,0.66,3,88.3,176.6,146.2
-6.62,-0.05,0.60,3,88.3,176.6,146.2
-5.31,0.35,0.39,3,88.3,176.6,146.2
-5.78,0.17,0.37,3,88.3,176.6,146.2
-5.29,0.35,0.20,3,88.3,176.6,146.2
-5.70,0.17,0.16,3,88.3,176.6,146.2
-5.25,0.35,0.00,3,88.3,176.6,146.2
-5.41,0.17,-0.05,3,88.3,176.6,146.2
-5.22,0.35,-0.19,3,88.3,176.6,146.2
-5.38,0.17,-0.24,3,88.3,176.6,146.2
-5.76,-0.03,-0.32,3,88.3,176.6,146.2
-5.47,0.37,-0.40,3,88.3,176.6,146.2
-5.75,0.18,-0.47,3,88.3,176.6,146.2
-6.87,0.22,0.95,3,88.3,176.6,146.2
-6.90,-0.28,0.82,3,88.3,176.6,146.2
-5.93,0.41,0.66,3,88.3,176.6,146.2
-5.64,0.18,0.57,3,88.3,176.6,146.2
-6.29,-0.02,0.57,3,88.3,176.6,146.2
-5.31,0.37,0.39,3,88.3,176.6,146.2
-5.77,0.19,0.37,3,88.3,176.6,146.2
-5.67,-0.02,0.31,3,88.3,176.6,146.2
-5.28,0.37,0.20,3,88.3,176.6,146.2
-5.70,0.19,0.16,3,88.3,176.6,146.2
-5.21,0.37,0.00,3,88.3,176.6,146.2
-5.47,0.18,-0.05,3,88.3,176.6,146.2
-5.21,0.37,-0.19,3,88.3,176.6,146.2
-5.32,0.18,-0.24,3,88.3,176.6,146.2
-5.73,-0.01,-0.32,3,88.3,176.6,146.2
-5.46,0.39,-0.40,3,88.3,176.6,146.2
-5.76,0.20,-0.47,3,88.3,176.6,146.2
-6.90,-0.26,0.82,3,88.3,176.6,146.2
-5.92,0.43,0.66,3,88.3,176.6,146.2
-5.64,0.20,0.57,3,88.3,176.6,146.2
-5.97,-0.00,0.54,3,88.3,176.6,146.2
-5.28,0.38,0.39,3,88.3,176.6,146.2
-5.74,0.21,0.37,3,88.3,176.6,146.2
-5.70,-0.00,0.31,3,88.3,176.6,146.2
-5.29,0.39,0.20,3,88.3,176.6,146.2
-5.51,0.20,0.15,3,88.3,176.6,146.2
-5.22,0.38,0.00,3,88.3,176.6,146.2
-5.38,0.20,-0.05,3,88.3,176.6,146.2
-5.47,0.00,-0.10,3,88.3,176.6,146.2
-5.19,0.38,-0.19,3,88.3,176.6,146.2
-5.33,0.20,-0.24,3,88.3,176.6,146.2
-5.71,0.00,-0.31,3,88.3,176.6,146.2
-5.47,0.41,-0.40,3,88.3,176.6,146.2
-5.79,0.22,-0.48,3,88.3,176.6,146.2
-6.53,0.01,1.33,3,88.3,176.6,146.2
-6.49,0.01,1.08,3,88.3,176.6,146.2
-6.88,-0.24,0.82,3,88.3,176.6,146.2
-5.91,0.44,0.66,3,88.3,176.6,146.2
-5.64,0.22,0.57,3,88.3,176.6,146.2
-5.83,0.01,0.53,3,88.3,176.6,146.2
-5.29,0.40,0.39,3,88.3,176.6,146.2
-5.43,0.21,0.35,3,88.3,176.6,146.2
-5.53,0.01,0.30,3,88.3,176.6,146.2
-5.22,0.40,0.19,3,88.3,176.6,146.2
-5.40,0.21,0.15,3,88.3,176.6,146.2
-5.48,0.02,0.10,3,88.3,176.6,146.2
-5.22,0.40,0.00,3,88.3,176.6,146.2
-5.39,0.21,-0.05,3,88.3,176.6,146.2
-5.40,0.02,-0.10,3,88.3,176.6,146.2
-5.19,0.40,-0.19,3,88.3,176.6,146.2
-5.32,0.21,-0.24,3,88.3,176.6,146.2
-5.65,0.02,-0.31,3,88.3,176.6,146.2
-5.50,0.42,-0.40,3,88.3,176.6,146.2
-5.81,0.24,-0.48,3,88.3,176.6,146.2
-6.82,-0.21,0.81,3,88.3,176.6,146.2
-5.91,0.46,0.66,3,88.3,176.6,146.2
-5.59,0.23,0.56,3,88.3,176.6,146.2
-5.80,0.03,0.53,3,88.3,176.6,146.2
-5.28,0.42,0.39,3,88.3,176.6,146.2
-5.39,0.23,0.35,3,88.3,176.6,146.2
-5.44,0.03,0.30,3,88.3,176.6,146.2
-5.25,0.42,0.20,3,88.3,176.6,146.2
-5.42,0.23,0.15,3,88.3,176.6,146.2
-5.41,0.03,0.10,3,88.3,176.6,146.2
-5.21,0.41,0.00,3,88.3,176.6,146.2
-5.39,0.23,-0.05,3,88.3,176.6,146.2
-5.41,0.04,-0.10,3,88.3,176.6,146.2
-5.19,0.41,-0.19,3,88.3,176.6,146.2
-5.35,0.23,-0.24,3,88.3,176.6,146.2
-5.56,0.04,-0.31,3,88.3,176.6,146.2
-5.49,0.44,-0.40,3,88.3,176.6,146.2
-6.88,-0.19,0.82,3,88.3,176.6,146.2
-5.92,0.48,0.66,3,88.3,176.6,146.2
-5.48,0.25,0.55,3,88.3,176.6,146.2
-5.79,0.05,0.53,3,88.3,176.6,146.2
-5.31,0.43,0.39,3,88.3,176.6,146.2
-5.39,0.24,0.35,3,88.3,176.6,146.2
-5.58,0.05,0.31,3,88.3,176.6,146.2
-5.28,0.43,0.20,3,88.3,176.6,146.2
-5.33,0.24,0.15,3,88.3,176.6,146.2
-5.57,0.05,0.10,3,88.3,176.6,146.2
-5.19,0.43,0.00,3,88.3,176.6,146.2
-5.35,0.25,-0.05,3,88.3,176.6,146.2
-5.39,0.05,-0.10,3,88.3,176.6,146.2
-5.14,0.43,-0.19,3,88.3,176.6,146.2
-5.30,0.25,-0.24,3,88.3,176.6,146.2
-5.57,0.06,-0.31,3,88.3,176.6,146.2
-5.47,0.46,-0.40,3,88.3,176.6,146.2
-6.77,0.08,0.87,3,88.3,176.6,146.2
-6.01,0.51,0.67,3,88.3,176.6,146.2
-5.49,0.26,0.55,3,88.3,176.6,146.2
-5.77,0.07,0.53,3,88.3,176.6,146.2
-5.31,0.45,0.39,3,88.3,176.6,146.2
-5.41,0.26,0.35,3,88.3,176.6,146.2
-5.65,0.07,0.31,3,88.3,176.6,146.2
-5.29,0.45,0.20,3,88.3,176.6,146.2
-5.34,0.26,0.15,3,88.3,176.6,146.2
-5.48,0.07,0.10,3,88.3,176.6,146.2
-5.18,0.44,0.00,3,88.3,176.6,146.2
-5.37,0.26,-0.05,3,88.3,176.6,146.2
-5.39,0.07,-0.10,3,88.3,176.6,146.2
-5.17,0.44,-0.19,3,88.3,176.6,146.2
-5.25,0.26,-0.24,3,88.3,176.6,146.2
-5.56,0.07,-0.31,3,88.3,176.6,146.2
-5.46,0.47,-0.40,3,88.3,176.6,146.2
-6.66,0.09,0.85,3,88.3,176.6,146.2
-6.07,0.53,0.67,3,88.3,176.6,146.2
-5.51,0.28,0.55,3,88.3,176.6,146.2
-5.60,0.08,0.51,3,88.3,176.6,146.2
-5.32,0.47,0.39,3,88.3,176.6,146.2
-5.39,0.28,0.35,3,88.3,176.6,146.2
-5.67,0.08,0.31,3,88.3,176.6,146.2
-5.30,0.47,0.20,3,88.3,176.6,146.2
-5.36,0.28,0.15,3,88.3,176.6,146.2
-5.56,0.09,0.10,3,88.3,176.6,146.2
-5.18,0.46,0.00,3,88.3,176.6,146.2
-5.35,0.28,-0.05,3,88.3,176.6,146.2
-5.44,0.09,-0.10,3,88.3,176.6,146.2
-5.20,0.46,-0.19,3,88.3,176.6,146.2
-5.28,0.28,-0.24,3,88.3,176.6,146.2
-5.54,0.09,-0.30,3,88.3,176.6,146.2
-5.46,0.49,-0.40,3,88.3,176.6,146.2
-6.05,0.55,0.67,3,88.3,176.6,146.2
-5.49,0.30,0.55,3,88.3,176.6,146.2
-5.58,0.10,0.51,3,88.3,176.6,146.2
-5.30,0.48,0.39,3,88.3,176.6,146.2
-5.37,0.29,0.35,3,88.3,176.6,146.2
-5.68,0.10,0.31,3,88.3,176.6,146.2
-5.30,0.48,0.20,3,88.3,176.6,146.2
-5.33,0.29,0.15,3,88.3,176.6,146.2
-5.58,0.10,0.10,3,88.3,176.6,146.2
-5.16,0.47,0.00,3,88.3,176.6,146.2
