x,y,z,C,R,G,B
-12.99,2.72,3.09,6,202.1,179.5,109.2
-13.49,3.35,2.83,6,202.1,179.5,109.2
-12.96,2.72,2.57,6,202.1,179.5,109.2
-13.64,3.39,2.33,6,202.1,179.5,109.2
-12.97,2.73,2.07,6,202.1,179.5,109.2
-13.66,3.40,1.80,6,202.1,179.5,109.2
-12.96,2.73,1.57,6,202.1,179.5,109.2
-12.92,2.73,1.08,6,202.1,179.5,109.2
-13.87,3.47,4.05,6,202.1,179.5,109.2
-12.98,2.74,3.62,6,202.1,179.5,109.2
-13.82,3.47,3.46,6,202.1,179.5,109.2
-12.98,2.76,3.09,6,202.1,179.5,109.2
-13.77,3.47,2.89,6,202.1,179.5,109.2
-12.98,2.76,2.57,6,202.1,179.5,109.2
-12.95,2.77,2.07,6,202.1,179.5,109.2
-12.94,2.77,1.57,6,202.1,179.5,109.2
-12.91,2.77,1.08,6,202.1,179.5,109.2
-12.87,2.77,0.60,6,202.1,179.5,109.2
-12.97,2.78,3.62,6,202.1,179.5,109.2
-12.98,2.80,3.09,6,202.1,179.5,109.2
-12.97,2.80,2.57,6,202.1,179.5,109.2
-13.82,3.53,2.36,6,202.1,179.5,109.2
-12.95,2.81,2.07,6,202.1,179.5,109.2
-13.74,3.51,1.82,6,202.1,179.5,109.2
-12.92,2.81,1.57,6,202.1,179.5,109.2
-13.75,3.52,1.30,6,202.1,179.5,109.2
-12.93,2.82,1.08,6,202.1,179.5,109.2
-12.86,2.81,0.60,6,202.1,179.5,109.2
-12.96,2.82,3.62,6,202.1,179.5,109.2
-12.98,2.84,3.09,6,202.1,179.5,109.2
-12.97,2.84,2.57,6,202.1,179.5,109.2
-13.77,3.56,2.36,6,202.1,179.5,109.2
-12.95,2.85,2.07,6,202.1,179.5,109.2
-13.77,3.57,1.82,6,202.1,179.5,109.2
-12.93,2.85,1.57,6,202.1,179.5,109.2
-13.76,3.57,1.30,6,202.1,179.5,109.2
-12.92,2.86,1.08,6,202.1,179.5,109.2
-12.86,2.85,0.60,6,202.1,179.5,109.2
-12.95,2.86,3.62,6,202.1,179.5,109.2
-12.97,2.88,3.09,6,202.1,179.5,109.2
-12.95,2.88,2.57,6,202.1,179.5,109.2
-12.95,2.89,2.07,6,202.1,179.5,109.2
-12.93,2.89,1.57,6,202.1,179.5,109.2
-12.94,2.90,1.08,6,202.1,179.5,109.2
-12.95,2.90,3.62,6,202.1,179.5,109.2
-12.95,2.92,3.09,6,202.1,179.5,109.2
-12.94,2.92,2.57,6,202.1,179.5,109.2
-12.93,2.93,2.07,6,202.1,179.5,109.2
-12.91,2.93,1.57,6,202.1,179.5,109.2
-12.91,2.94,1.08,6,202.1,179.5,109.2
-12.92,2.94,3.62,6,202.1,179.5,109.2
-12.96,2.96,3.09,6,202.1,179.5,109.2
-12.93,2.96,2.57,6,202.1,179.5,109.2
-12.92,2.97,2.07,6,202.1,179.5,109.2
-12.86,2.96,1.57,6,202.1,179.5,109.2
-12.92,2.98,1.08,6,202.1,179.5,109.2
-12.90,2.97,3.61,6,202.1,179.5,109.2
-12.91,2.99,3.08,6,202.1,179.5,109.2
-12.93,3.00,2.57,6,202.1,179.5,109.2
-12.93,3.01,2.07,6,202.1,179.5,109.2
-12.90,3.01,1.57,6,202.1,179.5,109.2
-12.94,3.03,1.09,6,202.1,179.5,109.2
-12.91,3.02,3.62,6,202.1,179.5,109.2
-12.52,2.94,2.99,6,202.1,179.5,109.2
-12.92,3.04,2.57,6,202.1,179.5,109.2
-12.93,3.05,2.07,6,202.1,179.5,109.2
-13.10,3.10,1.60,6,202.1,179.5,109.2
-12.95,3.07,3.63,6,202.1,179.5,109.2
-12.87,3.06,3.08,6,202.1,179.5,109.2
-12.92,3.09,2.57,6,202.1,179.5,109.2
-12.92,3.09,2.07,6,202.1,179.5,109.2
-12.85,3.08,1.57,6,202.1,179.5,109.2
-12.92,3.11,1.09,6,202.1,179.5,109.2
-12.95,3.11,3.63,6,202.1,179.5,109.2
-12.89,3.11,3.08,6,202.1,179.5,109.2
-12.94,3.13,2.58,6,202.1,179.5,109.2
-12.92,3.14,2.07,6,202.1,179.5,109.2
-12.87,3.13,1.57,6,202.1,179.5,109.2
-12.90,3.15,1.09,6,202.1,179.5,109.2
-12.93,3.15,3.63,6,202.1,179.5,109.2
-12.90,3.15,3.09,6,202.1,179.5,109.2
-12.96,3.18,2.59,6,202.1,179.5,109.2
-13.34,3.28,2.14,6,202.1,179.5,109.2
-13.40,3.30,1.64,6,202.1,179.5,109.2
-13.77,3.40,1.16,6,202.1,179.5,109.2
-13.28,3.27,3.73,6,202.1,179.5,109.2
-13.57,3.36,3.25,6,202.1,179.5,109.2
-13.70,3.40,2.74,6,202.1,179.5,109.2
-13.60,3.39,2.19,6,202.1,179.5,109.2
-13.86,3.46,3.90,6,202.1,179.5,109.2
-13.72,3.44,3.29,6,202.1,179.5,109.2
-13.80,3.52,2.76,6,202.1,179.5,109.2
-13.79,3.53,2.22,6,202.1,179.5,109.2
-13.79,3.53,1.69,6,202.1,179.5,109.2
-13.76,3.54,1.16,6,202.1,179.5,109.2
-13.77,3.57,2.22,6,202.1,179.5,109.2
-13.79,3.58,1.69,6,202.1,179.5,109.2
-13.78,3.58,1.16,6,202.1,179.5,109.2
-5.05,0.95,0.19,8,202.2,235.6,117.8
-5.04,0.97,0.19,8,202.2,235.6,117.8
-5.05,0.98,0.19,8,202.2,235.6,117.8
-5.06,1.00,0.19,8,202.2,235.6,117.8
-5.09,1.01,-0.19,8,202.2,235.6,117.8
-5.20,1.05,0.00,8,202.2,235.6,117.8
-5.11,1.03,-0.19,8,202.2,235.6,117.8
-5.14,1.05,-0.19,8,202.2,235.6,117.8
-5.06,1.05,0.19,8,202.2,235.6,117.8
-5.06,1.05,0.00,8,202.2,235.6,117.8
-5.05,1.05,-0.19,8,202.2,235.6,117.8
-5.10,1.07,-0.38,8,202.2,235.6,117.8
-5.05,1.06,0.19,8,202.2,235.6,117.8
-5.05,1.07,0.00,8,202.2,235.6,117.8
-5.02,1.06,-0.18,8,202.2,235.6,117.8
-5.11,1.08,-0.38,8,202.2,235.6,117.8
-5.04,1.08,0.19,8,202.2,235.6,117.8
-5.03,1.08,0.00,8,202.2,235.6,117.8
-4.98,1.07,-0.18,8,202.2,235.6,117.8
-5.10,1.10,-0.38,8,202.2,235.6,117.8
-5.11,1.12,-0.38,8,202.2,235.6,117.8
-5.11,1.13,-0.38,8,202.2,235.6,117.8
-5.08,0.94,0.14,8,202.2,235.6,117.8
-4.61,1.03,0.00,8,202.2,235.6,117.8
-5.09,1.15,-0.38,8,202.2,235.6,117.8
-5.07,0.96,0.14,8,202.2,235.6,117.8
-4.54,1.03,0.00,8,202.2,235.6,117.8
-5.08,1.16,-0.38,8,202.2,235.6,117.8
-5.07,0.97,0.14,8,202.2,235.6,117.8
-4.56,1.05,0.00,8,202.2,235.6,117.8
-5.06,1.17,-0.38,8,202.2,235.6,117.8
-4.94,1.15,0.19,8,202.2,235.6,117.8
-5.06,0.99,0.14,8,202.2,235.6,117.8
-4.55,1.06,0.00,8,202.2,235.6,117.8
-5.05,1.19,-0.38,8,202.2,235.6,117.8
-4.83,1.14,0.18,8,202.2,235.6,117.8
-5.05,1.00,0.14,8,202.2,235.6,117.8
-4.49,1.06,0.00,8,202.2,235.6,117.8
-5.05,1.00,-0.05,8,202.2,235.6,117.8
-5.13,1.02,-0.24,8,202.2,235.6,117.8
-5.04,1.20,-0.38,8,202.2,235.6,117.8
-4.54,1.09,0.17,8,202.2,235.6,117.8
-5.05,1.02,0.14,8,202.2,235.6,117.8
-4.46,1.07,0.00,8,202.2,235.6,117.8
-5.08,1.03,-0.05,8,202.2,235.6,117.8
-5.10,1.03,-0.24,8,202.2,235.6,117.8
-5.05,1.22,-0.38,8,202.2,235.6,117.8
-4.17,1.01,0.32,8,202.2,235.6,117.8
-4.48,1.09,0.17,8,202.2,235.6,117.8
-5.04,1.03,0.14,8,202.2,235.6,117.8
-4.44,1.08,0.00,8,202.2,235.6,117.8
-5.05,1.04,-0.05,8,202.2,235.6,117.8
-5.06,1.04,-0.23,8,202.2,235.6,117.8
-5.04,1.23,-0.38,8,202.2,235.6,117.8
-4.14,1.02,0.31,8,202.2,235.6,117.8
-4.47,1.10,0.17,8,202.2,235.6,117.8
-5.05,1.05,0.14,8,202.2,235.6,117.8
-4.44,1.10,0.00,8,202.2,235.6,117.8
-5.06,1.05,-0.05,8,202.2,235.6,117.8
-5.05,1.05,-0.23,8,202.2,235.6,117.8
-5.06,1.25,-0.38,8,202.2,235.6,117.8
-4.13,1.03,0.31,8,202.2,235.6,117.8
-4.45,1.11,0.17,8,202.2,235.6,117.8
-5.05,1.07,0.14,8,202.2,235.6,117.8
-4.45,1.11,0.00,8,202.2,235.6,117.8
-5.04,1.07,-0.05,8,202.2,235.6,117.8
-5.04,1.07,-0.23,8,202.2,235.6,117.8
-5.04,1.26,-0.38,8,202.2,235.6,117.8
-4.08,1.03,0.31,8,202.2,235.6,117.8
-4.88,1.04,0.32,8,202.2,235.6,117.8
-4.45,1.13,0.17,8,202.2,235.6,117.8
-4.94,1.06,0.14,8,202.2,235.6,117.8
-4.44,1.13,0.00,8,202.2,235.6,117.8
-5.05,1.08,-0.05,8,202.2,235.6,117.8
-5.09,1.29,-0.38,8,202.2,235.6,117.8
-4.02,1.03,0.31,8,202.2,235.6,117.8
-4.80,1.04,0.32,8,202.2,235.6,117.8
-4.44,1.14,0.17,8,202.2,235.6,117.8
-4.73,1.03,0.13,8,202.2,235.6,117.8
-4.44,1.14,0.00,8,202.2,235.6,117.8
-5.06,1.10,-0.05,8,202.2,235.6,117.8
-5.08,1.31,-0.38,8,202.2,235.6,117.8
-5.11,1.32,1.61,8,202.2,235.6,117.8
-5.10,1.32,1.39,8,202.2,235.6,117.8
-5.08,1.31,1.18,8,202.2,235.6,117.8
-3.99,1.03,0.30,8,202.2,235.6,117.8
-4.62,1.02,0.30,8,202.2,235.6,117.8
-4.47,1.16,0.17,8,202.2,235.6,117.8
-4.70,1.04,0.13,8,202.2,235.6,117.8
-4.44,1.15,0.00,8,202.2,235.6,117.8
-5.06,1.12,-0.05,8,202.2,235.6,117.8
-5.12,1.33,-0.19,8,202.2,235.6,117.8
-5.08,1.32,-0.38,8,202.2,235.6,117.8
-5.12,1.34,1.62,8,202.2,235.6,117.8
-5.11,1.34,1.39,8,202.2,235.6,117.8
-3.97,1.04,0.30,8,202.2,235.6,117.8
-4.61,1.03,0.30,8,202.2,235.6,117.8
-4.47,1.17,0.17,8,202.2,235.6,117.8
-4.61,1.03,0.13,8,202.2,235.6,117.8
-4.41,1.16,0.00,8,202.2,235.6,117.8
-5.05,1.13,-0.05,8,202.2,235.6,117.8
-5.07,1.33,-0.19,8,202.2,235.6,117.8
-5.07,1.34,-0.38,8,202.2,235.6,117.8
-5.11,1.36,1.61,8,202.2,235.6,117.8
-5.11,1.36,1.40,8,202.2,235.6,117.8
-5.12,1.36,1.19,8,202.2,235.6,117.8
-5.12,1.36,0.98,8,202.2,235.6,117.8
-5.04,1.33,0.58,8,202.2,235.6,117.8
-3.96,1.05,0.30,8,202.2,235.6,117.8
-4.62,1.05,0.30,8,202.2,235.6,117.8
-5.03,0.95,0.28,8,202.2,235.6,117.8
-4.48,1.19,0.17,8,202.2,235.6,117.8
-4.61,1.05,0.13,8,202.2,235.6,117.8
-4.41,1.17,0.00,8,202.2,235.6,117.8
-5.03,1.15,-0.05,8,202.2,235.6,117.8
-5.05,1.35,-0.19,8,202.2,235.6,117.8
-5.08,1.36,-0.38,8,202.2,235.6,117.8
-5.12,1.38,1.62,8,202.2,235.6,117.8
-5.11,1.37,1.40,8,202.2,235.6,117.8
-5.10,1.37,1.18,8,202.2,235.6,117.8
-5.11,1.37,0.98,8,202.2,235.6,117.8
-5.09,1.37,0.78,8,202.2,235.6,117.8
-5.09,1.37,0.58,8,202.2,235.6,117.8
-3.95,1.06,0.30,8,202.2,235.6,117.8
-4.58,1.05,0.30,8,202.2,235.6,117.8
-4.49,1.21,0.17,8,202.2,235.6,117.8
-4.53,1.04,0.13,8,202.2,235.6,117.8
-4.39,1.18,0.00,8,202.2,235.6,117.8
-4.65,1.07,-0.04,8,202.2,235.6,117.8
-5.02,1.36,-0.19,8,202.2,235.6,117.8
-5.09,1.38,-0.38,8,202.2,235.6,117.8
-5.14,1.40,1.63,8,202.2,235.6,117.8
-5.12,1.39,1.40,8,202.2,235.6,117.8
-5.11,1.39,1.19,8,202.2,235.6,117.8
-5.11,1.39,0.98,8,202.2,235.6,117.8
-5.09,1.38,0.78,8,202.2,235.6,117.8
-5.10,1.39,0.59,8,202.2,235.6,117.8
-3.87,1.05,0.30,8,202.2,235.6,117.8
-4.49,1.05,0.30,8,202.2,235.6,117.8
-4.49,1.22,0.17,8,202.2,235.6,117.8
-4.42,1.03,0.13,8,202.2,235.6,117.8
-4.38,1.19,0.00,8,202.2,235.6,117.8
-4.57,1.07,-0.04,8,202.2,235.6,117.8
-5.01,1.37,-0.19,8,202.2,235.6,117.8
-5.09,1.39,-0.38,8,202.2,235.6,117.8
-5.14,1.42,1.63,8,202.2,235.6,117.8
-5.13,1.41,1.40,8,202.2,235.6,117.8
-5.10,1.40,1.19,8,202.2,235.6,117.8
-5.10,1.40,0.98,8,202.2,235.6,117.8
-5.08,1.40,0.78,8,202.2,235.6,117.8
-5.07,1.39,0.58,8,202.2,235.6,117.8
-3.80,1.05,0.29,8,202.2,235.6,117.8
-4.41,1.04,0.29,8,202.2,235.6,117.8
-4.47,1.23,0.17,8,202.2,235.6,117.8
-4.37,1.21,0.00,8,202.2,235.6,117.8
-4.53,1.07,-0.04,8,202.2,235.6,117.8
-5.20,1.04,-0.10,8,202.2,235.6,117.8
-5.06,1.40,-0.19,8,202.2,235.6,117.8
-5.19,1.04,-0.29,8,202.2,235.6,117.8
-5.13,1.43,1.63,8,202.2,235.6,117.8
-5.12,1.43,1.40,8,202.2,235.6,117.8
-5.10,1.42,1.19,8,202.2,235.6,117.8
-5.10,1.42,0.98,8,202.2,235.6,117.8
-5.09,1.41,0.78,8,202.2,235.6,117.8
-5.07,1.41,0.58,8,202.2,235.6,117.8
-3.74,1.04,0.29,8,202.2,235.6,117.8
-4.36,1.05,0.29,8,202.2,235.6,117.8
-5.09,1.03,0.28,8,202.2,235.6,117.8
-4.46,1.24,0.17,8,202.2,235.6,117.8
-5.09,1.03,0.09,8,202.2,235.6,117.8
-4.31,1.21,0.00,8,202.2,235.6,117.8
-5.05,1.02,-0.09,8,202.2,235.6,117.8
-4.94,1.38,-0.18,8,202.2,235.6,117.8
-5.05,1.03,-0.28,8,202.2,235.6,117.8
-5.08,1.43,1.61,8,202.2,235.6,117.8
-5.11,1.44,1.40,8,202.2,235.6,117.8
-5.10,1.44,1.19,8,202.2,235.6,117.8
-5.10,1.44,0.98,8,202.2,235.6,117.8
-5.09,1.43,0.78,8,202.2,235.6,117.8
-5.06,1.43,0.58,8,202.2,235.6,117.8
-3.70,1.04,0.28,8,202.2,235.6,117.8
-4.32,1.05,0.29,8,202.2,235.6,117.8
-5.06,1.04,0.28,8,202.2,235.6,117.8
-4.44,1.25,0.17,8,202.2,235.6,117.8
-5.07,1.04,0.09,8,202.2,235.6,117.8
-4.27,1.21,0.00,8,202.2,235.6,117.8
-5.04,1.04,-0.09,8,202.2,235.6,117.8
-4.60,1.30,-0.17,8,202.2,235.6,117.8
-5.05,1.04,-0.28,8,202.2,235.6,117.8
-5.02,1.43,1.60,8,202.2,235.6,117.8
-5.08,1.45,1.39,8,202.2,235.6,117.8
-5.07,1.44,1.18,8,202.2,235.6,117.8
-5.07,1.44,0.98,8,202.2,235.6,117.8
-5.07,1.44,0.78,8,202.2,235.6,117.8
-5.05,1.44,0.58,8,202.2,235.6,117.8
-3.67,1.05,0.28,8,202.2,235.6,117.8
-4.25,1.05,0.28,8,202.2,235.6,117.8
-4.93,1.03,0.28,8,202.2,235.6,117.8
-4.42,1.26,0.17,8,202.2,235.6,117.8
-4.42,1.09,0.13,8,202.2,235.6,117.8
-5.05,1.05,0.09,8,202.2,235.6,117.8
-4.21,1.21,0.00,8,202.2,235.6,117.8
-4.44,1.10,-0.04,8,202.2,235.6,117.8
-5.04,1.05,-0.09,8,202.2,235.6,117.8
-4.55,1.30,-0.17,8,202.2,235.6,117.8
-5.04,1.06,-0.28,8,202.2,235.6,117.8
-4.99,1.44,1.59,8,202.2,235.6,117.8
-4.99,1.44,1.37,8,202.2,235.6,117.8
-5.01,1.44,1.17,8,202.2,235.6,117.8
-5.01,1.45,0.97,8,202.2,235.6,117.8
-5.02,1.45,0.77,8,202.2,235.6,117.8
-5.02,1.45,0.58,8,202.2,235.6,117.8
-3.62,1.04,0.28,8,202.2,235.6,117.8
-4.15,1.03,0.27,8,202.2,235.6,117.8
-4.93,1.04,0.28,8,202.2,235.6,117.8
-4.40,1.27,0.17,8,202.2,235.6,117.8
-4.44,1.11,0.13,8,202.2,235.6,117.8
-5.03,1.07,0.09,8,202.2,235.6,117.8
-4.17,1.21,0.00,8,202.2,235.6,117.8
-4.43,1.11,-0.04,8,202.2,235.6,117.8
-5.04,1.07,-0.09,8,202.2,235.6,117.8
-4.47,1.30,-0.17,8,202.2,235.6,117.8
-5.04,1.07,-0.28,8,202.2,235.6,117.8
-4.94,1.44,1.57,8,202.2,235.6,117.8
-4.96,1.45,1.36,8,202.2,235.6,117.8
-4.95,1.44,1.16,8,202.2,235.6,117.8
-4.98,1.45,0.96,8,202.2,235.6,117.8
-4.96,1.45,0.76,8,202.2,235.6,117.8
-4.98,1.45,0.57,8,202.2,235.6,117.8
-3.54,1.03,0.27,8,202.2,235.6,117.8
-4.12,1.04,0.27,8,202.2,235.6,117.8
-4.93,1.06,0.28,8,202.2,235.6,117.8
-4.36,1.27,0.17,8,202.2,235.6,117.8
-4.42,1.12,0.13,8,202.2,235.6,117.8
-4.12,1.20,0.00,8,202.2,235.6,117.8
-4.41,1.12,-0.04,8,202.2,235.6,117.8
-4.49,1.32,-0.17,8,202.2,235.6,117.8
-4.88,1.44,1.55,8,202.2,235.6,117.8
-5.11,1.30,1.55,8,202.2,235.6,117.8
-4.89,1.44,1.34,8,202.2,235.6,117.8
-4.90,1.44,1.14,8,202.2,235.6,117.8
-4.92,1.45,0.95,8,202.2,235.6,117.8
-4.91,1.45,0.76,8,202.2,235.6,117.8
-4.92,1.45,0.57,8,202.2,235.6,117.8
-3.49,1.03,0.27,8,202.2,235.6,117.8
-3.99,1.02,0.26,8,202.2,235.6,117.8
-4.92,1.07,0.28,8,202.2,235.6,117.8
-4.29,1.27,0.17,8,202.2,235.6,117.8
-4.44,1.14,0.13,8,202.2,235.6,117.8
-4.77,1.04,0.09,8,202.2,235.6,117.8
-4.07,1.21,0.00,8,202.2,235.6,117.8
-4.42,1.14,-0.04,8,202.2,235.6,117.8
-4.48,1.33,-0.17,8,202.2,235.6,117.8
-4.84,1.45,1.54,8,202.2,235.6,117.8
-4.84,1.45,1.33,8,202.2,235.6,117.8
-5.10,1.32,1.33,8,202.2,235.6,117.8
-4.83,1.44,1.13,8,202.2,235.6,117.8
-5.09,1.32,1.12,8,202.2,235.6,117.8
-4.85,1.45,0.94,8,202.2,235.6,117.8
-4.82,1.44,0.74,8,202.2,235.6,117.8
-4.83,1.44,0.56,8,202.2,235.6,117.8
-3.44,1.03,0.26,8,202.2,235.6,117.8
-3.93,1.02,0.26,8,202.2,235.6,117.8
-4.92,1.09,0.28,8,202.2,235.6,117.8
-5.09,0.93,0.23,8,202.2,235.6,117.8
-4.24,1.27,0.16,8,202.2,235.6,117.8
-4.47,1.16,0.13,8,202.2,235.6,117.8
-4.64,1.03,0.09,8,202.2,235.6,117.8
-4.04,1.21,0.00,8,202.2,235.6,117.8
-4.42,1.15,-0.04,8,202.2,235.6,117.8
-4.46,1.34,-0.17,8,202.2,235.6,117.8
-5.16,1.34,-0.24,8,202.2,235.6,117.8
-4.78,1.45,1.53,8,202.2,235.6,117.8
-5.11,1.34,1.55,8,202.2,235.6,117.8
-4.75,1.44,1.31,8,202.2,235.6,117.8
-5.12,1.34,1.34,8,202.2,235.6,117.8
-4.79,1.44,1.12,8,202.2,235.6,117.8
-4.80,1.45,0.93,8,202.2,235.6,117.8
-4.79,1.44,0.74,8,202.2,235.6,117.8
-4.77,1.44,0.55,8,202.2,235.6,117.8
-3.44,1.04,0.27,8,202.2,235.6,117.8
-3.94,1.04,0.26,8,202.2,235.6,117.8
-4.93,1.10,0.28,8,202.2,235.6,117.8
-5.08,0.95,0.23,8,202.2,235.6,117.8
-4.18,1.26,0.16,8,202.2,235.6,117.8
-4.46,1.17,0.13,8,202.2,235.6,117.8
-4.59,1.03,0.08,8,202.2,235.6,117.8
-3.99,1.21,0.00,8,202.2,235.6,117.8
-4.42,1.16,-0.04,8,202.2,235.6,117.8
-4.51,1.37,-0.17,8,202.2,235.6,117.8
-5.15,1.36,-0.24,8,202.2,235.6,117.8
-4.73,1.45,1.51,8,202.2,235.6,117.8
-5.12,1.35,1.56,8,202.2,235.6,117.8
-4.69,1.43,1.29,8,202.2,235.6,117.8
-5.11,1.35,1.34,8,202.2,235.6,117.8
-4.74,1.44,1.11,8,202.2,235.6,117.8
-5.10,1.35,1.13,8,202.2,235.6,117.8
-4.72,1.44,0.92,8,202.2,235.6,117.8
-5.11,1.36,0.93,8,202.2,235.6,117.8
-4.76,1.45,0.73,8,202.2,235.6,117.8
-5.11,1.36,0.73,8,202.2,235.6,117.8
-4.73,1.44,0.55,8,202.2,235.6,117.8
-5.15,1.37,0.54,8,202.2,235.6,117.8
-3.52,1.07,0.27,8,202.2,235.6,117.8
-3.94,1.05,0.26,8,202.2,235.6,117.8
-4.94,1.12,0.28,8,202.2,235.6,117.8
-5.07,0.96,0.23,8,202.2,235.6,117.8
-4.16,1.27,0.16,8,202.2,235.6,117.8
-4.46,1.19,0.13,8,202.2,235.6,117.8
-4.53,1.03,0.08,8,202.2,235.6,117.8
-3.93,1.20,0.00,8,202.2,235.6,117.8
-4.38,1.17,-0.04,8,202.2,235.6,117.8
-4.56,1.40,-0.17,8,202.2,235.6,117.8
-5.15,1.37,-0.24,8,202.2,235.6,117.8
-4.66,1.44,1.49,8,202.2,235.6,117.8
-5.12,1.37,1.56,8,202.2,235.6,117.8
-4.66,1.44,1.29,8,202.2,235.6,117.8
-5.09,1.36,1.33,8,202.2,235.6,117.8
-4.68,1.44,1.10,8,202.2,235.6,117.8
-5.09,1.37,1.13,8,202.2,235.6,117.8
-4.68,1.44,0.91,8,202.2,235.6,117.8
-5.10,1.37,0.93,8,202.2,235.6,117.8
-4.68,1.44,0.72,8,202.2,235.6,117.8
-5.09,1.37,0.73,8,202.2,235.6,117.8
-4.65,1.43,0.54,8,202.2,235.6,117.8
-5.10,1.37,0.53,8,202.2,235.6,117.8
-3.52,1.09,0.27,8,202.2,235.6,117.8
-3.97,1.07,0.26,8,202.2,235.6,117.8
-4.94,1.14,0.28,8,202.2,235.6,117.8
-5.06,0.98,0.23,8,202.2,235.6,117.8
-4.13,1.28,0.16,8,202.2,235.6,117.8
-4.46,1.20,0.13,8,202.2,235.6,117.8
-4.49,1.04,0.08,8,202.2,235.6,117.8
-3.84,1.19,0.00,8,202.2,235.6,117.8
-4.37,1.18,-0.04,8,202.2,235.6,117.8
-4.56,1.41,-0.17,8,202.2,235.6,117.8
-5.14,1.39,-0.24,8,202.2,235.6,117.8
-4.61,1.44,1.48,8,202.2,235.6,117.8
-5.12,1.39,1.56,8,202.2,235.6,117.8
-4.62,1.44,1.28,8,202.2,235.6,117.8
-5.11,1.39,1.34,8,202.2,235.6,117.8
-4.63,1.44,1.09,8,202.2,235.6,117.8
-5.10,1.38,1.13,8,202.2,235.6,117.8
-4.65,1.45,0.90,8,202.2,235.6,117.8
-5.09,1.38,0.93,8,202.2,235.6,117.8
-4.61,1.44,0.71,8,202.2,235.6,117.8
-5.09,1.38,0.73,8,202.2,235.6,117.8
-4.61,1.44,0.53,8,202.2,235.6,117.8
-5.10,1.39,0.53,8,202.2,235.6,117.8
-3.53,1.10,0.27,8,202.2,235.6,117.8
-3.96,1.08,0.26,8,202.2,235.6,117.8
-4.91,1.15,0.28,8,202.2,235.6,117.8
-5.07,0.99,0.23,8,202.2,235.6,117.8
-3.78,1.18,0.15,8,202.2,235.6,117.8
-4.44,1.21,0.13,8,202.2,235.6,117.8
-4.42,1.04,0.08,8,202.2,235.6,117.8
-3.77,1.18,0.00,8,202.2,235.6,117.8
-4.40,1.20,-0.04,8,202.2,235.6,117.8
-5.18,1.02,-0.15,8,202.2,235.6,117.8
-4.56,1.43,-0.17,8,202.2,235.6,117.8
-5.13,1.40,-0.24,8,202.2,235.6,117.8
-5.21,1.03,-0.34,8,202.2,235.6,117.8
-4.57,1.44,1.46,8,202.2,235.6,117.8
-5.12,1.40,1.56,8,202.2,235.6,117.8
-4.57,1.44,1.26,8,202.2,235.6,117.8
-5.10,1.40,1.34,8,202.2,235.6,117.8
-4.60,1.45,1.08,8,202.2,235.6,117.8
-5.10,1.40,1.13,8,202.2,235.6,117.8
-4.60,1.45,0.89,8,202.2,235.6,117.8
-5.09,1.40,0.93,8,202.2,235.6,117.8
-4.56,1.44,0.71,8,202.2,235.6,117.8
-5.08,1.40,0.73,8,202.2,235.6,117.8
-4.55,1.43,0.53,8,202.2,235.6,117.8
-5.09,1.40,0.53,8,202.2,235.6,117.8
-3.54,1.12,0.27,8,202.2,235.6,117.8
-3.96,1.09,0.26,8,202.2,235.6,117.8
-4.90,1.16,0.28,8,202.2,235.6,117.8
-3.24,1.02,0.13,8,202.2,235.6,117.8
-4.42,1.22,0.13,8,202.2,235.6,117.8
-4.42,1.05,0.08,8,202.2,235.6,117.8
-3.70,1.17,0.00,8,202.2,235.6,117.8
-4.35,1.20,-0.04,8,202.2,235.6,117.8
-5.17,1.04,-0.15,8,202.2,235.6,117.8
-5.13,1.42,-0.24,8,202.2,235.6,117.8
-5.13,1.03,-0.34,8,202.2,235.6,117.8
-4.52,1.44,1.45,8,202.2,235.6,117.8
-5.13,1.43,1.57,8,202.2,235.6,117.8
-4.52,1.44,1.25,8,202.2,235.6,117.8
-5.10,1.42,1.34,8,202.2,235.6,117.8
-4.51,1.43,1.06,8,202.2,235.6,117.8
-5.09,1.41,1.13,8,202.2,235.6,117.8
-4.53,1.44,0.88,8,202.2,235.6,117.8
-5.09,1.42,0.93,8,202.2,235.6,117.8
-4.50,1.43,0.70,8,202.2,235.6,117.8
-5.06,1.41,0.72,8,202.2,235.6,117.8
-4.49,1.43,0.52,8,202.2,235.6,117.8
-5.09,1.42,0.53,8,202.2,235.6,117.8
-3.54,1.13,0.27,8,202.2,235.6,117.8
-3.97,1.11,0.26,8,202.2,235.6,117.8
-4.83,1.16,0.27,8,202.2,235.6,117.8
-5.06,1.02,0.23,8,202.2,235.6,117.8
-3.21,1.03,0.13,8,202.2,235.6,117.8
-4.40,1.23,0.13,8,202.2,235.6,117.8
-4.42,1.06,0.08,8,202.2,235.6,117.8
-5.06,1.02,0.04,8,202.2,235.6,117.8
-3.64,1.16,0.00,8,202.2,235.6,117.8
-4.29,1.20,-0.04,8,202.2,235.6,117.8
-5.04,1.03,-0.14,8,202.2,235.6,117.8
-5.09,1.43,-0.24,8,202.2,235.6,117.8
-5.07,1.03,-0.33,8,202.2,235.6,117.8
-4.48,1.44,1.44,8,202.2,235.6,117.8
-5.09,1.43,1.55,8,202.2,235.6,117.8
-4.48,1.44,1.24,8,202.2,235.6,117.8
-5.10,1.43,1.34,8,202.2,235.6,117.8
-4.47,1.44,1.05,8,202.2,235.6,117.8
-5.09,1.43,1.13,8,202.2,235.6,117.8
