x,y,z,C,R,G,B
-13.74,-6.88,1.40,1,37.5,10.3,107.7
-14.40,-7.87,1.34,1,37.5,10.3,107.7
-14.41,-6.56,1.02,1,37.5,10.3,107.7
-14.46,-7.23,0.88,1,37.5,10.3,107.7
-13.37,-7.32,4.16,1,37.5,10.3,107.7
-13.59,-6.16,3.78,1,37.5,10.3,107.7
-13.48,-6.72,3.66,1,37.5,10.3,107.7
-12.90,-7.04,3.42,1,37.5,10.3,107.7
-13.16,-5.38,3.19,1,37.5,10.3,107.7
-13.64,-6.18,3.20,1,37.5,10.3,107.7
-12.83,-6.39,2.92,1,37.5,10.3,107.7
-12.87,-7.01,2.84,1,37.5,10.3,107.7
-13.24,-5.42,2.66,1,37.5,10.3,107.7
-12.60,-5.70,2.43,1,37.5,10.3,107.7
-14.22,-7.08,2.63,1,37.5,10.3,107.7
-15.31,-6.26,2.44,1,37.5,10.3,107.7
-13.95,-6.31,2.11,1,37.5,10.3,107.7
-14.58,-7.25,2.09,1,37.5,10.3,107.7
-13.63,-7.40,1.84,1,37.5,10.3,107.7
-14.60,-6.60,1.61,1,37.5,10.3,107.7
-13.79,-6.85,1.41,1,37.5,10.3,107.7
-14.46,-7.85,1.35,1,37.5,10.3,107.7
-14.30,-6.46,1.01,1,37.5,10.3,107.7
-14.51,-7.20,0.89,1,37.5,10.3,107.7
-14.49,-6.54,0.44,1,37.5,10.3,107.7
-13.58,-6.73,4.29,1,37.5,10.3,107.7
-13.36,-7.26,4.15,1,37.5,10.3,107.7
-13.61,-6.12,3.78,1,37.5,10.3,107.7
-13.75,-6.80,3.72,1,37.5,10.3,107.7
-12.81,-6.94,3.39,1,37.5,10.3,107.7
-13.20,-5.35,3.19,1,37.5,10.3,107.7
-14.50,-6.51,3.40,1,37.5,10.3,107.7
-13.32,-6.58,3.02,1,37.5,10.3,107.7
-13.02,-7.04,2.87,1,37.5,10.3,107.7
-13.17,-5.34,2.64,1,37.5,10.3,107.7
-12.59,-5.65,2.42,1,37.5,10.3,107.7
-14.22,-7.02,2.63,1,37.5,10.3,107.7
-14.79,-7.99,2.62,1,37.5,10.3,107.7
-15.40,-6.24,2.45,1,37.5,10.3,107.7
-14.39,-7.10,2.06,1,37.5,10.3,107.7
-13.85,-7.47,1.87,1,37.5,10.3,107.7
-13.91,-6.85,1.41,1,37.5,10.3,107.7
-14.48,-7.80,1.35,1,37.5,10.3,107.7
-14.16,-6.34,1.00,1,37.5,10.3,107.7
-14.80,-7.29,0.90,1,37.5,10.3,107.7
-14.53,-6.50,0.44,1,37.5,10.3,107.7
-13.63,-6.70,4.30,1,37.5,10.3,107.7
-12.65,-6.82,3.92,1,37.5,10.3,107.7
-13.62,-6.07,3.77,1,37.5,10.3,107.7
-13.75,-6.75,3.72,1,37.5,10.3,107.7
-13.30,-7.16,3.51,1,37.5,10.3,107.7
-13.25,-5.32,3.20,1,37.5,10.3,107.7
-13.75,-6.12,3.22,1,37.5,10.3,107.7
-12.88,-6.32,2.92,1,37.5,10.3,107.7
-12.78,-6.86,2.81,1,37.5,10.3,107.7
-13.08,-5.26,2.62,1,37.5,10.3,107.7
-13.13,-5.85,2.52,1,37.5,10.3,107.7
-14.01,-6.87,2.58,1,37.5,10.3,107.7
-14.80,-7.93,2.62,1,37.5,10.3,107.7
-14.72,-7.20,2.10,1,37.5,10.3,107.7
-13.70,-7.34,1.84,1,37.5,10.3,107.7
-15.21,-6.11,1.81,1,37.5,10.3,107.7
-13.96,-6.83,1.42,1,37.5,10.3,107.7
-14.51,-7.76,1.35,1,37.5,10.3,107.7
-12.88,-6.89,3.98,1,37.5,10.3,107.7
-13.63,-6.03,3.77,1,37.5,10.3,107.7
-13.20,-6.43,3.56,1,37.5,10.3,107.7
-13.53,-7.22,3.57,1,37.5,10.3,107.7
-14.13,-5.63,3.41,1,37.5,10.3,107.7
-13.90,-6.14,3.25,1,37.5,10.3,107.7
-12.62,-6.14,2.86,1,37.5,10.3,107.7
-12.58,-6.71,2.76,1,37.5,10.3,107.7
-13.16,-5.24,2.63,1,37.5,10.3,107.7
-13.05,-5.76,2.50,1,37.5,10.3,107.7
-13.98,-6.80,2.57,1,37.5,10.3,107.7
-14.74,-7.84,2.60,1,37.5,10.3,107.7
-13.59,-6.00,2.05,1,37.5,10.3,107.7
-14.08,-6.84,2.01,1,37.5,10.3,107.7
-13.65,-7.26,1.83,1,37.5,10.3,107.7
-14.90,-6.57,1.64,1,37.5,10.3,107.7
-14.52,-7.71,1.34,1,37.5,10.3,107.7
-14.23,-6.27,1.00,1,37.5,10.3,107.7
-12.69,-6.74,3.92,1,37.5,10.3,107.7
-13.73,-6.02,3.79,1,37.5,10.3,107.7
-12.99,-6.28,3.50,1,37.5,10.3,107.7
-13.54,-7.18,3.56,1,37.5,10.3,107.7
-14.14,-5.58,3.41,1,37.5,10.3,107.7
-14.60,-6.39,3.41,1,37.5,10.3,107.7
-12.89,-6.22,2.91,1,37.5,10.3,107.7
-12.62,-6.68,2.77,1,37.5,10.3,107.7
-13.77,-5.44,2.75,1,37.5,10.3,107.7
-12.82,-5.62,2.46,1,37.5,10.3,107.7
-13.86,-6.69,2.55,1,37.5,10.3,107.7
-14.29,-5.64,2.27,1,37.5,10.3,107.7
-13.68,-5.99,2.06,1,37.5,10.3,107.7
-14.04,-6.77,2.00,1,37.5,10.3,107.7
-13.48,-7.11,1.81,1,37.5,10.3,107.7
-14.79,-6.46,1.62,1,37.5,10.3,107.7
-14.50,-7.64,1.34,1,37.5,10.3,107.7
-14.06,-6.14,0.98,1,37.5,10.3,107.7
-15.00,-7.89,0.77,1,37.5,10.3,107.7
-13.68,-6.56,3.68,1,37.5,10.3,107.7
-13.83,-7.28,3.63,1,37.5,10.3,107.7
-13.17,-5.72,3.07,1,37.5,10.3,107.7
-14.43,-6.91,3.26,1,37.5,10.3,107.7
-12.72,-6.68,2.78,1,37.5,10.3,107.7
-14.02,-5.48,2.79,1,37.5,10.3,107.7
-12.82,-5.57,2.45,1,37.5,10.3,107.7
-12.81,-6.13,2.35,1,37.5,10.3,107.7
-14.17,-5.55,2.25,1,37.5,10.3,107.7
-13.73,-5.96,2.06,1,37.5,10.3,107.7
-13.75,-6.57,1.95,1,37.5,10.3,107.7
-13.85,-7.25,1.85,1,37.5,10.3,107.7
-14.19,-6.15,1.56,1,37.5,10.3,107.7
-14.66,-7.67,1.35,1,37.5,10.3,107.7
-15.01,-7.84,0.77,1,37.5,10.3,107.7
-13.30,-6.34,4.17,1,37.5,10.3,107.7
-13.02,-6.82,4.01,1,37.5,10.3,107.7
-13.78,-6.55,3.70,1,37.5,10.3,107.7
-13.91,-7.26,3.65,1,37.5,10.3,107.7
-13.09,-5.07,3.15,1,37.5,10.3,107.7
-13.17,-5.67,3.07,1,37.5,10.3,107.7
-12.84,-6.69,2.81,1,37.5,10.3,107.7
-13.74,-5.33,2.73,1,37.5,10.3,107.7
-12.83,-5.53,2.45,1,37.5,10.3,107.7
-12.73,-6.05,2.33,1,37.5,10.3,107.7
-13.64,-5.87,2.05,1,37.5,10.3,107.7
-14.36,-6.81,2.04,1,37.5,10.3,107.7
-13.59,-7.06,1.82,1,37.5,10.3,107.7
-14.33,-6.16,1.57,1,37.5,10.3,107.7
-14.25,-6.75,1.44,1,37.5,10.3,107.7
-14.20,-7.37,1.31,1,37.5,10.3,107.7
-14.23,-6.74,0.86,1,37.5,10.3,107.7
-15.04,-7.79,0.77,1,37.5,10.3,107.7
-13.06,-6.79,4.02,1,37.5,10.3,107.7
-13.85,-6.54,3.72,1,37.5,10.3,107.7
-13.54,-7.02,3.55,1,37.5,10.3,107.7
-13.10,-5.03,3.15,1,37.5,10.3,107.7
-13.17,-5.62,3.06,1,37.5,10.3,107.7
-12.77,-6.61,2.79,1,37.5,10.3,107.7
-13.75,-5.28,2.73,1,37.5,10.3,107.7
-12.80,-5.47,2.44,1,37.5,10.3,107.7
-12.63,-5.95,2.31,1,37.5,10.3,107.7
-14.00,-7.23,2.46,1,37.5,10.3,107.7
-13.66,-5.83,2.05,1,37.5,10.3,107.7
-13.83,-6.51,1.96,1,37.5,10.3,107.7
-13.64,-7.03,1.82,1,37.5,10.3,107.7
-13.92,-5.93,1.52,1,37.5,10.3,107.7
-14.68,-6.90,1.48,1,37.5,10.3,107.7
-14.96,-7.71,1.38,1,37.5,10.3,107.7
-14.35,-6.74,0.87,1,37.5,10.3,107.7
-15.04,-7.74,0.76,1,37.5,10.3,107.7
-13.08,-6.75,4.02,1,37.5,10.3,107.7
-13.76,-6.45,3.69,1,37.5,10.3,107.7
-13.46,-6.92,3.52,1,37.5,10.3,107.7
-13.14,-5.57,3.05,1,37.5,10.3,107.7
-12.90,-6.63,2.81,1,37.5,10.3,107.7
-13.74,-5.23,2.73,1,37.5,10.3,107.7
-12.86,-5.44,2.45,1,37.5,10.3,107.7
-12.65,-5.91,2.31,1,37.5,10.3,107.7
-14.49,-7.43,2.54,1,37.5,10.3,107.7
-14.46,-5.50,2.28,1,37.5,10.3,107.7
-15.29,-6.47,2.29,1,37.5,10.3,107.7
-13.63,-6.37,1.93,1,37.5,10.3,107.7
-14.32,-7.33,1.91,1,37.5,10.3,107.7
-13.94,-5.89,1.52,1,37.5,10.3,107.7
-14.32,-6.68,1.44,1,37.5,10.3,107.7
-14.51,-7.42,1.33,1,37.5,10.3,107.7
-14.38,-6.70,0.87,1,37.5,10.3,107.7
-13.09,-6.70,4.01,1,37.5,10.3,107.7
-13.47,-6.88,3.52,1,37.5,10.3,107.7
-13.03,-5.47,3.02,1,37.5,10.3,107.7
-14.06,-6.53,3.16,1,37.5,10.3,107.7
-12.72,-6.48,2.77,1,37.5,10.3,107.7
-14.00,-5.28,2.78,1,37.5,10.3,107.7
-14.04,-5.89,2.67,1,37.5,10.3,107.7
-12.62,-5.85,2.30,1,37.5,10.3,107.7
-14.57,-7.41,2.55,1,37.5,10.3,107.7
-14.47,-5.46,2.28,1,37.5,10.3,107.7
-15.30,-6.42,2.29,1,37.5,10.3,107.7
-14.02,-6.50,1.98,1,37.5,10.3,107.7
-14.26,-7.25,1.90,1,37.5,10.3,107.7
-14.02,-5.88,1.53,1,37.5,10.3,107.7
-14.26,-6.60,1.43,1,37.5,10.3,107.7
-14.49,-7.35,1.33,1,37.5,10.3,107.7
-14.40,-6.66,0.87,1,37.5,10.3,107.7
-13.26,-6.74,4.06,1,37.5,10.3,107.7
-13.48,-6.83,3.51,1,37.5,10.3,107.7
-13.16,-5.48,3.05,1,37.5,10.3,107.7
-14.02,-6.45,3.14,1,37.5,10.3,107.7
-12.75,-6.45,2.77,1,37.5,10.3,107.7
-13.69,-5.11,2.71,1,37.5,10.3,107.7
-14.10,-5.87,2.68,1,37.5,10.3,107.7
-12.59,-5.79,2.30,1,37.5,10.3,107.7
-14.45,-7.29,2.52,1,37.5,10.3,107.7
-15.33,-6.37,2.29,1,37.5,10.3,107.7
-13.98,-6.42,1.97,1,37.5,10.3,107.7
-14.66,-7.39,1.95,1,37.5,10.3,107.7
-14.79,-6.79,1.49,1,37.5,10.3,107.7
-14.28,-7.19,1.31,1,37.5,10.3,107.7
-14.36,-6.59,0.86,1,37.5,10.3,107.7
-13.64,-6.88,4.17,1,37.5,10.3,107.7
-14.01,-5.79,3.84,1,37.5,10.3,107.7
-13.84,-6.96,3.60,1,37.5,10.3,107.7
-13.24,-4.90,3.16,1,37.5,10.3,107.7
-12.79,-5.28,2.96,1,37.5,10.3,107.7
-13.67,-6.24,3.06,1,37.5,10.3,107.7
-13.87,-6.96,3.01,1,37.5,10.3,107.7
-14.01,-5.18,2.77,1,37.5,10.3,107.7
-13.96,-5.76,2.65,1,37.5,10.3,107.7
-14.37,-7.20,2.51,1,37.5,10.3,107.7
-14.45,-5.35,2.28,1,37.5,10.3,107.7
-13.75,-6.27,1.94,1,37.5,10.3,107.7
-14.68,-7.35,1.95,1,37.5,10.3,107.7
-14.95,-5.53,1.76,1,37.5,10.3,107.7
-13.98,-6.36,1.40,1,37.5,10.3,107.7
-14.28,-7.14,1.31,1,37.5,10.3,107.7
-14.38,-6.54,0.86,1,37.5,10.3,107.7
-13.78,-6.26,4.29,1,37.5,10.3,107.7
-13.43,-6.72,4.10,1,37.5,10.3,107.7
-14.14,-6.41,3.77,1,37.5,10.3,107.7
-13.22,-4.84,3.16,1,37.5,10.3,107.7
-13.46,-5.51,3.11,1,37.5,10.3,107.7
-13.27,-6.01,2.97,1,37.5,10.3,107.7
-12.82,-6.38,2.77,1,37.5,10.3,107.7
-13.76,-5.04,2.72,1,37.5,10.3,107.7
-13.90,-5.69,2.64,1,37.5,10.3,107.7
-14.38,-7.15,2.51,1,37.5,10.3,107.7
-14.56,-5.34,2.29,1,37.5,10.3,107.7
-14.29,-5.84,2.13,1,37.5,10.3,107.7
-14.24,-7.07,1.89,1,37.5,10.3,107.7
-14.23,-5.81,1.55,1,37.5,10.3,107.7
-13.71,-6.19,1.37,1,37.5,10.3,107.7
-14.50,-7.19,1.32,1,37.5,10.3,107.7
-14.49,-6.53,0.29,1,37.5,10.3,107.7
-13.80,-6.22,4.29,1,37.5,10.3,107.7
-12.79,-6.33,3.32,1,37.5,10.3,107.7
-13.21,-4.80,3.15,1,37.5,10.3,107.7
-13.50,-5.48,3.11,1,37.5,10.3,107.7
-12.87,-6.36,2.78,1,37.5,10.3,107.7
-14.36,-5.21,2.84,1,37.5,10.3,107.7
-13.97,-5.66,2.65,1,37.5,10.3,107.7
-14.44,-7.12,2.51,1,37.5,10.3,107.7
-14.53,-5.28,2.28,1,37.5,10.3,107.7
-14.31,-5.80,2.13,1,37.5,10.3,107.7
-14.81,-7.30,1.96,1,37.5,10.3,107.7
-14.22,-5.75,1.54,1,37.5,10.3,107.7
-14.17,-6.35,1.42,1,37.5,10.3,107.7
-14.09,-6.93,1.28,1,37.5,10.3,107.7
-14.54,-6.50,0.29,1,37.5,10.3,107.7
-13.46,-6.63,4.09,1,37.5,10.3,107.7
-13.62,-6.07,3.62,1,37.5,10.3,107.7
-13.51,-6.64,3.50,1,37.5,10.3,107.7
-13.21,-4.75,3.15,1,37.5,10.3,107.7
-13.52,-5.43,3.11,1,37.5,10.3,107.7
-14.34,-6.39,3.20,1,37.5,10.3,107.7
-12.80,-6.28,2.76,1,37.5,10.3,107.7
-13.81,-4.97,2.72,1,37.5,10.3,107.7
-14.09,-5.66,2.67,1,37.5,10.3,107.7
-13.84,-6.16,2.51,1,37.5,10.3,107.7
-14.42,-7.06,2.50,1,37.5,10.3,107.7
-14.73,-5.30,2.31,1,37.5,10.3,107.7
-13.70,-6.09,1.92,1,37.5,10.3,107.7
-14.44,-7.06,1.91,1,37.5,10.3,107.7
-14.23,-5.71,1.54,1,37.5,10.3,107.7
-13.86,-6.16,1.38,1,37.5,10.3,107.7
-14.24,-6.32,0.85,1,37.5,10.3,107.7
-13.47,-6.59,4.09,1,37.5,10.3,107.7
-13.91,-6.15,3.69,1,37.5,10.3,107.7
-12.83,-6.25,3.32,1,37.5,10.3,107.7
-13.58,-5.41,3.12,1,37.5,10.3,107.7
-14.13,-6.24,3.14,1,37.5,10.3,107.7
-13.00,-6.32,2.80,1,37.5,10.3,107.7
-13.80,-4.92,2.72,1,37.5,10.3,107.7
-14.08,-5.61,2.66,1,37.5,10.3,107.7
-13.64,-6.02,2.47,1,37.5,10.3,107.7
-14.37,-6.98,2.49,1,37.5,10.3,107.7
-14.49,-5.16,2.27,1,37.5,10.3,107.7
-13.44,-5.93,1.88,1,37.5,10.3,107.7
-14.41,-6.99,1.90,1,37.5,10.3,107.7
-14.36,-6.33,1.43,1,37.5,10.3,107.7
-14.26,-6.27,0.85,1,37.5,10.3,107.7
-13.33,-6.47,4.04,1,37.5,10.3,107.7
-14.04,-6.16,3.72,1,37.5,10.3,107.7
-13.68,-6.62,3.53,1,37.5,10.3,107.7
-13.54,-5.35,3.11,1,37.5,10.3,107.7
-13.13,-5.75,2.92,1,37.5,10.3,107.7
-12.98,-6.27,2.79,1,37.5,10.3,107.7
-13.83,-4.88,2.72,1,37.5,10.3,107.7
-14.62,-5.77,2.76,1,37.5,10.3,107.7
-13.53,-5.92,2.45,1,37.5,10.3,107.7
-14.18,-6.83,2.45,1,37.5,10.3,107.7
-13.48,-5.89,1.88,1,37.5,10.3,107.7
-14.21,-6.84,1.87,1,37.5,10.3,107.7
-13.77,-6.62,1.25,1,37.5,10.3,107.7
-14.15,-6.16,3.75,1,37.5,10.3,107.7
-13.70,-6.57,3.53,1,37.5,10.3,107.7
-13.56,-5.31,3.11,1,37.5,10.3,107.7
-13.17,-5.72,2.92,1,37.5,10.3,107.7
-12.79,-6.13,2.75,1,37.5,10.3,107.7
-14.05,-4.91,2.76,1,37.5,10.3,107.7
-14.59,-5.71,2.75,1,37.5,10.3,107.7
-13.11,-5.70,2.37,1,37.5,10.3,107.7
-14.02,-6.70,2.42,1,37.5,10.3,107.7
-13.85,-6.01,1.93,1,37.5,10.3,107.7
-13.97,-6.67,1.84,1,37.5,10.3,107.7
-14.08,-5.50,1.52,1,37.5,10.3,107.7
-13.91,-6.03,1.38,1,37.5,10.3,107.7
-13.70,-6.53,1.24,1,37.5,10.3,107.7
-13.31,-6.35,4.02,1,37.5,10.3,107.7
-14.10,-6.08,3.73,1,37.5,10.3,107.7
-13.75,-6.55,3.54,1,37.5,10.3,107.7
-13.32,-5.17,3.05,1,37.5,10.3,107.7
-13.46,-5.80,2.98,1,37.5,10.3,107.7
-12.80,-6.09,2.75,1,37.5,10.3,107.7
-14.12,-4.88,2.77,1,37.5,10.3,107.7
-14.06,-5.45,2.65,1,37.5,10.3,107.7
-13.23,-5.70,2.39,1,37.5,10.3,107.7
-13.94,-6.61,2.41,1,37.5,10.3,107.7
-15.19,-5.88,2.25,1,37.5,10.3,107.7
-14.09,-6.06,1.96,1,37.5,10.3,107.7
-14.30,-6.14,1.42,1,37.5,10.3,107.7
-13.42,-6.36,4.05,1,37.5,10.3,107.7
-14.12,-6.04,3.73,1,37.5,10.3,107.7
-13.95,-6.59,3.59,1,37.5,10.3,107.7
-13.52,-5.19,3.09,1,37.5,10.3,107.7
-13.62,-5.82,3.02,1,37.5,10.3,107.7
-13.23,-6.24,2.84,1,37.5,10.3,107.7
-13.99,-4.79,2.74,1,37.5,10.3,107.7
-14.01,-5.38,2.63,1,37.5,10.3,107.7
-14.71,-6.28,2.65,1,37.5,10.3,107.7
-14.62,-5.61,2.16,1,37.5,10.3,107.7
-13.70,-5.84,1.91,1,37.5,10.3,107.7
-13.62,-6.40,1.78,1,37.5,10.3,107.7
-14.36,-6.12,1.42,1,37.5,10.3,107.7
-13.55,-6.37,4.09,1,37.5,10.3,107.7
-14.11,-5.99,3.72,1,37.5,10.3,107.7
-14.02,-6.57,3.60,1,37.5,10.3,107.7
-13.34,-5.08,3.05,1,37.5,10.3,107.7
-13.44,-5.69,2.97,1,37.5,10.3,107.7
-13.43,-6.28,2.87,1,37.5,10.3,107.7
-14.04,-4.76,2.75,1,37.5,10.3,107.7
-14.37,-5.47,2.70,1,37.5,10.3,107.7
-14.59,-6.18,2.62,1,37.5,10.3,107.7
-14.31,-6.68,2.46,1,37.5,10.3,107.7
-14.46,-5.50,2.13,1,37.5,10.3,107.7
-14.14,-5.98,1.97,1,37.5,10.3,107.7
-13.57,-6.33,1.78,1,37.5,10.3,107.7
-14.32,-6.05,1.42,1,37.5,10.3,107.7
-13.45,-6.27,4.05,1,37.5,10.3,107.7
-14.09,-5.92,3.71,1,37.5,10.3,107.7
-13.99,-6.50,3.59,1,37.5,10.3,107.7
-13.33,-5.03,3.05,1,37.5,10.3,107.7
-13.50,-5.67,2.98,1,37.5,10.3,107.7
-14.05,-4.71,2.75,1,37.5,10.3,107.7
-13.99,-5.28,2.62,1,37.5,10.3,107.7
-14.32,-6.01,2.57,1,37.5,10.3,107.7
-14.36,-6.65,2.47,1,37.5,10.3,107.7
-14.49,-5.46,2.13,1,37.5,10.3,107.7
-14.17,-5.94,1.97,1,37.5,10.3,107.7
-13.63,-6.30,1.78,1,37.5,10.3,107.7
-13.92,-5.83,1.38,1,37.5,10.3,107.7
-13.97,-6.45,1.26,1,37.5,10.3,107.7
-13.34,-4.99,3.04,1,37.5,10.3,107.7
-13.29,-5.53,2.93,1,37.5,10.3,107.7
-14.06,-4.67,2.75,1,37.5,10.3,107.7
-13.94,-5.21,2.61,1,37.5,10.3,107.7
-14.34,-5.97,2.57,1,37.5,10.3,107.7
-14.30,-5.94,1.98,1,37.5,10.3,107.7
-13.63,-6.25,1.78,1,37.5,10.3,107.7
-14.16,-5.88,1.40,1,37.5,10.3,107.7
-14.58,-6.68,1.31,1,37.5,10.3,107.7
-14.06,-6.43,3.59,1,37.5,10.3,107.7
-13.13,-5.42,2.89,1,37.5,10.3,107.7
-14.51,-4.77,2.84,1,37.5,10.3,107.7
-13.94,-5.16,2.61,1,37.5,10.3,107.7
-14.87,-6.13,2.66,1,37.5,10.3,107.7
-13.90,-6.33,2.38,1,37.5,10.3,107.7
-14.32,-5.90,1.98,1,37.5,10.3,107.7
-13.70,-6.23,1.78,1,37.5,10.3,107.7
-14.17,-5.83,1.40,1,37.5,10.3,107.7
-14.45,-6.56,0.72,1,37.5,10.3,107.7
-13.95,-6.33,3.56,1,37.5,10.3,107.7
-12.84,-5.26,2.82,1,37.5,10.3,107.7
-13.44,-6.09,2.86,1,37.5,10.3,107.7
-13.91,-5.10,2.60,1,37.5,10.3,107.7
-14.65,-5.99,2.62,1,37.5,10.3,107.7
-13.21,-5.97,2.26,1,37.5,10.3,107.7
-14.60,-5.35,2.14,1,37.5,10.3,107.7
-14.15,-5.77,1.39,1,37.5,10.3,107.7
-13.92,-6.27,1.25,1,37.5,10.3,107.7
-13.99,-6.30,3.57,1,37.5,10.3,107.7
-12.82,-5.20,2.82,1,37.5,10.3,107.7
-13.46,-6.04,2.86,1,37.5,10.3,107.7
-14.11,-5.13,2.64,1,37.5,10.3,107.7
-15.04,-6.10,2.69,1,37.5,10.3,107.7
-13.67,-6.13,2.34,1,37.5,10.3,107.7
-14.66,-5.32,2.15,1,37.5,10.3,107.7
-14.97,-6.70,1.94,1,37.5,10.3,107.7
-14.05,-5.68,1.38,1,37.5,10.3,107.7
-13.99,-6.24,3.56,1,37.5,10.3,107.7
-13.51,-5.43,2.97,1,37.5,10.3,107.7
-13.51,-6.02,2.87,1,37.5,10.3,107.7
-14.35,-5.16,2.68,1,37.5,10.3,107.7
-14.17,-5.69,2.53,1,37.5,10.3,107.7
-13.26,-5.90,2.26,1,37.5,10.3,107.7
-14.72,-5.29,2.16,1,37.5,10.3,107.7
-13.81,-6.13,1.79,1,37.5,10.3,107.7
-13.99,-5.61,1.38,1,37.5,10.3,107.7
-14.10,-6.25,1.26,1,37.5,10.3,107.7
-13.68,-6.05,3.48,1,37.5,10.3,107.7
-14.06,-5.01,3.19,1,37.5,10.3,107.7
-13.57,-5.41,2.98,1,37.5,10.3,107.7
-14.31,-6.32,3.03,1,37.5,10.3,107.7
-14.34,-5.11,2.67,1,37.5,10.3,107.7
-14.30,-5.69,2.55,1,37.5,10.3,107.7
-14.57,-5.19,2.13,1,37.5,10.3,107.7
-14.48,-5.76,2.00,1,37.5,10.3,107.7
-13.86,-6.10,1.80,1,37.5,10.3,107.7
-14.06,-5.58,1.38,1,37.5,10.3,107.7
-14.02,-6.17,1.25,1,37.5,10.3,107.7
-13.43,-5.90,3.41,1,37.5,10.3,107.7
-14.07,-4.97,3.19,1,37.5,10.3,107.7
-13.61,-5.38,2.98,1,37.5,10.3,107.7
-14.29,-6.26,3.02,1,37.5,10.3,107.7
-14.37,-5.07,2.67,1,37.5,10.3,107.7
-14.40,-5.69,2.57,1,37.5,10.3,107.7
-14.58,-5.14,2.13,1,37.5,10.3,107.7
-14.16,-6.18,1.83,1,37.5,10.3,107.7
-14.09,-5.55,1.38,1,37.5,10.3,107.7
-13.96,-6.09,1.25,1,37.5,10.3,107.7
-14.09,-6.13,3.57,1,37.5,10.3,107.7
-14.08,-4.92,3.19,1,37.5,10.3,107.7
-13.42,-5.25,2.93,1,37.5,10.3,107.7
-14.02,-6.09,2.96,1,37.5,10.3,107.7
-14.39,-5.03,2.67,1,37.5,10.3,107.7
-14.10,-5.52,2.51,1,37.5,10.3,107.7
-14.62,-5.10,2.13,1,37.5,10.3,107.7
-14.65,-5.72,2.02,1,37.5,10.3,107.7
-14.18,-6.14,1.83,1,37.5,10.3,107.7
-14.09,-5.50,1.38,1,37.5,10.3,107.7
-14.14,-6.10,3.58,1,37.5,10.3,107.7
-13.44,-5.22,2.94,1,37.5,10.3,107.7
-13.67,-5.89,2.88,1,37.5,10.3,107.7
-14.11,-5.47,2.51,1,37.5,10.3,107.7
-14.77,-6.35,2.51,1,37.5,10.3,107.7
-14.40,-5.58,1.98,1,37.5,10.3,107.7
-14.19,-6.09,1.83,1,37.5,10.3,107.7
-14.08,-5.45,1.38,1,37.5,10.3,107.7
-14.21,-6.08,3.59,1,37.5,10.3,107.7
-14.12,-5.43,3.08,1,37.5,10.3,107.7
-13.23,-5.65,2.79,1,37.5,10.3,107.7
-14.37,-4.92,2.67,1,37.5,10.3,107.7
-14.10,-5.42,2.50,1,37.5,10.3,107.7
-14.09,-6.01,2.39,1,37.5,10.3,107.7
-14.64,-5.01,2.13,1,37.5,10.3,107.7
-14.42,-5.53,1.98,1,37.5,10.3,107.7
-14.31,-6.09,1.84,1,37.5,10.3,107.7
-14.09,-5.40,1.38,1,37.5,10.3,107.7
-14.78,-6.27,3.73,1,37.5,10.3,107.7
-13.27,-5.62,2.79,1,37.5,10.3,107.7
-14.38,-4.88,2.66,1,37.5,10.3,107.7
-14.05,-5.35,2.49,1,37.5,10.3,107.7
-14.01,-5.93,2.37,1,37.5,10.3,107.7
-14.35,-6.06,1.85,1,37.5,10.3,107.7
-13.04,-5.49,3.29,1,37.5,10.3,107.7
-12.81,-5.38,2.69,1,37.5,10.3,107.7
-14.39,-4.83,2.66,1,37.5,10.3,107.7
-14.21,-5.36,2.52,1,37.5,10.3,107.7
-14.66,-6.14,2.48,1,37.5,10.3,107.7
-15.23,-6.37,1.96,1,37.5,10.3,107.7
-14.60,-6.09,3.68,1,37.5,10.3,107.7
-13.58,-5.08,2.95,1,37.5,10.3,107.7
-12.87,-5.36,2.70,1,37.5,10.3,107.7
-13.79,-5.15,2.44,1,37.5,10.3,107.7
-13.98,-5.81,2.36,1,37.5,10.3,107.7
-15.52,-6.44,1.99,1,37.5,10.3,107.7
-13.72,-5.68,1.21,1,37.5,10.3,107.7
-14.13,-5.24,3.07,1,37.5,10.3,107.7
-12.91,-5.33,2.71,1,37.5,10.3,107.7
-13.79,-5.10,2.44,1,37.5,10.3,107.7
-14.25,-5.87,2.40,1,37.5,10.3,107.7
-15.71,-6.46,2.01,1,37.5,10.3,107.7
-13.58,-5.57,3.41,1,37.5,10.3,107.7
-14.21,-5.21,3.08,1,37.5,10.3,107.7
-12.94,-5.30,2.71,1,37.5,10.3,107.7
-13.80,-5.06,2.44,1,37.5,10.3,107.7
-14.98,-6.12,2.52,1,37.5,10.3,107.7
-15.08,-5.52,2.06,1,37.5,10.3,107.7
-14.58,-5.95,1.87,1,37.5,10.3,107.7
-14.10,-5.16,1.37,1,37.5,10.3,107.7
-14.55,-5.91,3.65,1,37.5,10.3,107.7
-14.16,-5.15,3.07,1,37.5,10.3,107.7
-13.57,-5.51,2.84,1,37.5,10.3,107.7
-14.24,-5.17,2.51,1,37.5,10.3,107.7
-14.66,-5.93,2.47,1,37.5,10.3,107.7
-14.60,-5.90,1.87,1,37.5,10.3,107.7
-14.50,-5.22,3.14,1,37.5,10.3,107.7
-13.58,-5.46,2.84,1,37.5,10.3,107.7
